obs_id,pkt_num,syn_num,mu_len,std_len,ip_ent,port_ent,silence_ratio,mu_silence,std_silence
86.0,1181.0,12.0,77.15495342929721,117.35489587736204,0.5885097411500931,0.0,0.0,0.0,0.0
87.0,1011.0,12.0,80.7131552917903,125.58096373281235,0.615739199066539,0.0,0.0,0.0,0.0
88.0,625.0,0.0,73.3792,122.27713525986776,0.4639030079919207,0.0,0.13333333333333333,1.0,0.0
89.0,298.0,0.0,77.72818791946308,155.38606373403192,0.24527903648183802,0.0,0.3333333333333333,1.6666666666666667,0.9428090415820634
90.0,35.0,0.0,134.02857142857144,245.50129306779465,0.8583603840635019,0.0,0.6,2.25,2.165063509461097
91.0,180.0,2.0,80.44444444444444,114.65509739224284,0.2554764085414868,0.0,0.5333333333333333,4.0,2.0
92.0,340.0,4.0,85.66764705882353,109.19892054139017,0.5118533938082681,0.0,0.3333333333333333,2.5,0.5
93.0,365.0,5.0,87.48493150684932,112.14942535990522,0.5662692280520064,0.0,0.26666666666666666,2.0,1.0
94.0,197.0,3.0,93.04568527918782,106.09732599319375,0.4335291384329345,0.0,0.4666666666666667,3.5,0.5
95.0,52.0,1.0,97.3076923076923,111.48482795387599,0.6873919182494029,0.0,0.6,3.0,1.632993161855452
96.0,25.0,0.0,84.2,67.6207068877574,0.954307397890605,0.0,0.7333333333333333,5.5,0.5
97.0,25.0,0.0,85.08,67.71346690282517,0.8705331064523303,0.0,0.6666666666666666,2.5,2.598076211353316
98.0,10.0,0.0,74.3,22.387719848166764,0.7219280948873623,0.0,0.7333333333333333,2.75,1.920286436967152
99.0,12.0,0.0,73.83333333333333,21.957661280038202,0.7896900821428475,0.0,0.6666666666666666,1.6666666666666667,0.74535599249993
100.0,8.0,0.0,73.25,21.39363223017541,0.9463946303571863,0.0,0.7333333333333333,2.75,1.479019945774904
101.0,6.0,0.0,73.83333333333333,21.957661280038202,0.9182958340544896,0.0,0.8,4.0,0.816496580927726
102.0,10.0,0.0,85.4,37.98999868386415,0.9709505944546686,0.0,0.6666666666666666,2.5,1.5
103.0,32.0,0.0,391.03125,496.7485835646011,0.7208642439793533,0.0,0.4666666666666667,1.75,1.299038105676658
104.0,32.0,0.0,390.8125,496.879099825853,0.6958688724473058,0.0,0.4666666666666667,1.4,0.8
105.0,34.0,0.0,367.9117647058824,490.0306933752487,0.7180212293982635,0.0,0.5333333333333333,2.0,1.0
106.0,10.0,0.0,70.0,18.49324200890693,0.9609640474436811,0.0,0.8,3.0,1.4142135623730951
107.0,138.0,8.0,99.1304347826087,109.25650089018724,0.31820814903279854,0.578133611929811,0.6,3.0,1.632993161855452
108.0,489.0,8.0,71.81799591002044,62.62627818329944,0.1390441315910521,0.2736647482074364,0.4,3.0,2.0
109.0,565.0,8.0,69.31504424778761,58.679147403846024,0.1451107615907521,0.3067234942173343,0.13333333333333333,1.0,0.0
110.0,441.0,0.0,59.755102040816325,17.792043306909388,0.1540614430611268,0.2663120881681782,0.2,1.5,0.5
111.0,99.0,0.0,54.39393939393939,11.267920121970816,0.4560991226358092,0.7259501452943734,0.2,1.5,0.5
112.0,23.0,0.0,58.30434782608695,17.860412339094953,0.8440440051949547,0.9986359641585718,0.4666666666666667,3.5,1.5
113.0,25.0,0.0,68.2,37.875585804050615,0.7825703566728013,0.7219280948873623,0.5333333333333333,4.0,1.0
114.0,8.0,0.0,84.5,56.70537893357208,0.954434002924965,0.0,0.8666666666666667,6.5,1.5
115.0,19.0,0.0,73.89473684210526,41.04797544445576,0.9515857130443445,0.0,0.7333333333333333,5.5,4.5
116.0,23.0,0.0,184.56521739130434,330.5728658854737,0.9279616506192311,0.0,0.6666666666666666,3.3333333333333335,2.6246692913372702
117.0,25.0,0.0,177.72,318.20075675585684,0.9293536606804986,0.0,0.6,2.25,1.0897247358851685
118.0,21.0,0.0,197.95238095238096,343.3757453495093,0.9470478076973332,0.0,0.6,3.0,0.816496580927726
119.0,13.0,0.0,70.23076923076923,29.925944098349092,0.9421567638998996,0.0,0.7333333333333333,2.2,0.7483314773547882
120.0,16.0,0.0,63.375,21.566394575820965,0.9618974703476992,0.0,0.7333333333333333,2.75,1.0897247358851685
121.0,9.0,0.0,63.55555555555556,22.121438124393226,0.9910760598382222,0.0,0.8666666666666667,4.333333333333333,1.247219128924647
122.0,10.0,0.0,59.8,20.400000000000002,1.0,0.0,0.8666666666666667,4.333333333333333,1.247219128924647
123.0,223.0,14.0,78.08520179372198,82.35380799530155,0.4388570077618071,0.6047672921996363,0.6666666666666666,5.0,0.0
124.0,508.0,14.0,64.99409448818898,60.34205292291357,0.2490141026811141,0.35435784311018487,0.4,3.0,2.0
125.0,505.0,14.0,64.99405940594059,60.49029023102878,0.3171401633950369,0.3171401633950369,0.4,2.0,1.4142135623730951
126.0,559.0,14.0,67.89266547406082,67.1169054566961,0.2007591924122637,0.3976244521161951,0.3333333333333333,2.5,1.5
127.0,631.0,14.0,71.51505546751189,67.33530835413092,0.3257748200396856,0.6190822913164552,0.26666666666666666,4.0,0.0
128.0,764.0,14.0,67.78664921465969,63.914887611617885,0.27414812284104106,0.5634381282810668,0.2,3.0,0.0
129.0,709.0,0.0,59.90691114245416,43.87994674753095,0.22610962040781404,0.46044270828943773,0.2,3.0,0.0
130.0,356.0,0.0,58.193820224719104,55.77839445209116,0.19183409366149934,0.30054681856832344,0.4666666666666667,2.3333333333333335,0.4714045207910317
131.0,224.0,0.0,62.973214285714285,62.82571695648955,0.22966524209204256,0.35449145090121004,0.4666666666666667,2.3333333333333335,1.247219128924647
132.0,168.0,6.0,92.63095238095238,116.7098844879396,0.18355857948410234,0.24988229283318544,0.5333333333333333,2.0,1.224744871391589
133.0,342.0,6.0,69.58187134502924,77.13607645735496,0.07253718299881004,0.07253718299881004,0.4,1.5,0.5
134.0,374.0,6.0,97.78609625668449,193.39035976629285,0.2639207070923577,0.36412502345173864,0.3333333333333333,1.6666666666666667,0.9428090415820634
135.0,464.0,2.0,88.29094827586206,174.8175756199945,0.6679044515945269,0.9762280720369161,0.26666666666666666,2.0,1.0
136.0,600.0,6.0,98.08,168.91175289679126,0.5650726673005833,0.14144054254182067,0.13333333333333333,1.0,0.0
137.0,924.0,8.0,74.91017316017316,81.08482240620214,0.6588907726374202,0.0,0.0,0.0,0.0
138.0,1065.0,8.0,76.45539906103286,70.77671118692218,0.6787249833011477,0.0,0.0,0.0,0.0
139.0,1113.0,4.0,69.87870619946092,50.43074677643101,0.7215933700501758,0.0,0.0,0.0,0.0
140.0,1177.0,2.0,76.09770603228547,71.6413099018809,0.8405948615011165,0.0,0.0,0.0,0.0
141.0,1193.0,0.0,72.66387259010897,67.70372202187225,0.7471466232845188,0.0,0.0,0.0,0.0
142.0,1060.0,0.0,73.39150943396227,70.87191824576796,0.7281499999055064,0.0,0.0,0.0,0.0
143.0,741.0,0.0,66.67071524966262,47.114894661334084,0.5481885248328439,0.0,0.0,0.0,0.0
144.0,488.0,0.0,62.942622950819676,50.63527559028128,0.0,0.0,0.0,0.0,0.0
145.0,436.0,0.0,62.92201834862385,50.51249615180289,0.4269048649438335,0.0,0.0,0.0,0.0
146.0,600.0,0.0,61.27166666666667,46.063954062682136,0.805952041954632,0.0,0.0,0.0,0.0
147.0,712.0,0.0,88.74438202247191,183.6912692869712,0.47167216592821426,0.0,0.0,0.0,0.0
148.0,732.0,1.0,90.65710382513662,182.4135356709687,0.5409197943713735,0.0,0.0,0.0,0.0
149.0,562.0,1.0,104.41992882562278,215.48908575542808,0.4531618483231362,0.0,0.0,0.0,0.0
150.0,410.0,1.0,73.3219512195122,96.0926572971975,0.4445198244807712,0.0,0.06666666666666667,1.0,0.0
151.0,308.0,0.0,70.32792207792208,101.24067826048619,0.12293885922703879,0.0,0.13333333333333333,1.0,0.0
152.0,318.0,1.0,71.18553459119497,99.85281705475724,0.18989268670322793,0.0,0.2,1.0,0.0
153.0,319.0,1.0,71.72727272727273,98.45819686001578,0.17735215702035312,0.0,0.13333333333333333,1.0,0.0
154.0,329.0,1.0,71.79331306990882,97.98278406700867,0.18498873812385394,0.0,0.13333333333333333,1.0,0.0
155.0,404.0,8.0,76.7128712871287,93.65468346708597,0.5237823673911772,0.9166368225412356,0.06666666666666667,1.0,0.0
156.0,596.0,8.0,67.79697986577182,77.92024440107387,0.6276910031611695,0.9376130447635248,0.06666666666666667,1.0,0.0
157.0,796.0,8.0,66.43718592964824,70.40887281426596,0.5391862411449038,0.9911657059954153,0.0,0.0,0.0
158.0,755.0,0.0,59.59735099337748,39.607538159742774,0.5243350473044747,0.9807691570071608,0.0,0.0,0.0
159.0,557.0,0.0,62.281867145421906,46.116913849615635,0.3547443412727096,0.616316733012395,0.0,0.0,0.0
160.0,565.0,0.0,93.19115044247788,161.13387692650716,0.7262052126926836,0.3067234942173343,0.0,0.0,0.0
161.0,589.0,0.0,131.66383701188454,261.19054002754075,0.8011368630571858,0.24570686730542082,0.0,0.0,0.0
162.0,490.0,0.0,155.6,298.1120101777936,0.6992687271316999,0.06835451705887764,0.26666666666666666,2.0,1.0
163.0,179.0,0.0,218.3463687150838,401.09582107315026,0.6373073942636319,0.1228389483127046,0.5333333333333333,2.6666666666666665,1.247219128924647
164.0,29.0,0.0,452.86206896551727,534.0939297563827,0.5317159287825568,0.362051251733998,0.7333333333333333,2.75,2.0463381929681126
165.0,36.0,0.0,430.47222222222223,520.2991920312726,0.5620382916392255,0.3095434291503252,0.5333333333333333,2.6666666666666665,2.3570226039551585
166.0,83.0,0.0,249.24096385542168,387.8590785684752,0.7900991996454594,0.0,0.4666666666666667,1.75,0.82915619758885
167.0,167.0,0.0,110.65868263473054,209.9004831909006,0.6792672457503333,0.09362545803956356,0.3333333333333333,1.6666666666666667,0.9428090415820634
168.0,154.0,0.0,87.77272727272727,141.18522064623343,0.5113445192458435,0.10000094301032347,0.4666666666666667,2.3333333333333335,0.9428090415820634
169.0,416.0,5.0,103.52403846153847,186.0102985130705,0.45104207827977477,0.043940678706667506,0.26666666666666666,2.0,1.0
170.0,772.0,5.0,81.1761658031088,138.95727546992396,0.018034263459654084,0.0,0.2,3.0,0.0
171.0,1067.0,5.0,75.11433926897844,121.23853988144994,0.02787735784839001,0.0,0.0,0.0,0.0
